"cts_urn","abbv","title"
"tlg2042.tlg021","Jer.hom.","In Jeremiam (Homiliae 12-20)"
"tlg2042.tlg029","Mt.com.","Commentarium In Evangelium Matthaei (Lib. 10-11)"
"tlg2042.tlg030","Mt.com.","Commentarium In Evangelium Matthaei (Lib. 12-17)"
"tlg2042.tlg044","Ps.fr.","Fragmenta in Psalmos 1-150 [Dub.]"
"tlg2042.tlg045","Ep.Afr.","Epistula ad Africanum"
"tlg2042.tlg048","Gn.sel.","Selecta in Genesim"
"tlg2042.tlg050","Ex.sel.","Selecta in Exodum"
"tlg2042.tlg051","Lev.sel.","Selecta in Leviticum"
"tlg2042.tlg052","Num.sel.","Selecta in Numeros"
"tlg2042.tlg053","Deut.sel.","Selecta in Deuteronomium"
"tlg2042.tlg054","Jos.sel.","Selecta in Jesum Nave"
"tlg2042.tlg055","Jud.sel.","Selecta in Judices"
"tlg2042.tlg057","Job.sel.","Selecta in Job"
"tlg2042.tlg058","Ps.sel.","Selecta in Psalmos [Dub.]"
"tlg2042.tlg061","Ez.com.fr.","Fragmenta ex commentariis in Ezechielem"
"tlg2042.tlg066","Gen.adn.","Adnotationes in Genesim"
"tlg2042.tlg067","Ex.adn.","Adnotationes in Exodum"
"tlg2042.tlg068","Lev.adn.","Adnotationes in Leviticum (fragmenta e catenis)"
"tlg2042.tlg069","Num.adn.","Adnotationes in Numeros"
"tlg2042.tlg070","Deut.adn.","Adnotationes in Deuteronomium (fragmenta e catenis)"
"tlg2042.tlg071","Jos.adn.","Adnotationes in Jesu filium Nave (fragmenta e catenis)"
"tlg2042.tlg072","Jud.adn.","Adnotationes in Judices"
"tlg2042.tlg073","Job.hom.","Homiliae in Job (fragmenta in catenis, typus II)"
"tlg2042.tlg074","Ps.exc.","Excerpta in Psalmos [Dub.]"
"tlg2042.tlg075","Prov.exp.","Expositio in Proverbia (fragmenta e catenis)"
"tlg2042.tlg076","Cant.sch.","Scholia in Canticum canticorum"
"tlg2042.tlg077","Mt.sch.","Scholia in Matthaeum"
"tlg2042.tlg078","Lc.sch.","Scholia in Lucam (fragmenta e cod. Venet. 28)"
"tlg2042.tlg079","Io.com.","Commentarii in evangelium Joannis (lib. 19, 20, 28, 32)"
"tlg2042.tlg084","Jer.fr.","Fragmenta In Jeremiam (E Philocalia)"
"tlg2042.tlg086","Job.hom.","Homiliae in Job (fragmenta in catenis, typus I+II) (e codd. Vat.)"
"tlg2045.tlg001","Dionys.","Dionysiaca"
"tlg2046.tlg001","Troy","Fall of Troy"
"tlg2048.tlg001","H.E.","Historia Ecclesiastica"
"tlg2049.tlg001","Deis","De Deis et Mundo"
"tlg2050.tlg001","Vit.Soph.","Vitae Sophistarum"
"tlg2057.tlg002","H.E.","Ecclesiastical history"
"tlg2058.tlg001","H.E.","Historia ecclesiastica (fragmenta ap. Photium)"
"tlg2115.tlg060","Refut.","Refutatio Omnium Haeresium (= Philosophumena)"
"tlg2135.tlg001","Isag.mus.","Isagoge musica"
"tlg2136.tlg001","Isag.art.mus.","Isagoge artis musicae"
"tlg2137.tlg001","Harm.","Harmonica introductio"
"tlg2138.tlg001","Orest.","Ex Orestis Stasimo I"
"tlg2139.tlg001","Sicil.Epit.","Sicili Epitaphium"
"tlg2140.tlg001","Alchem.fr.","Fragmentum alchemica"
"tlg2178.tlg001","Rhet.","Ars rhetorica"
"tlg2178.tlg002","exc.","Excerpta"
"tlg2178.tlg004","fr.","Fragmenta"
"tlg2189.tlg003","fr.","Fragmenta"
"tlg2200.tlg001","ep.","Epistulae"
"tlg2200.tlg004","Orat. 1","Oratio 1"
"tlg2200.tlg00401","Orat. 1","Oratio 1"
"tlg2200.tlg00402","Orat. 2","Oratio 2"
"tlg2200.tlg00403","Orat. 3.","Oratio 3"
"tlg2200.tlg00404","Orat. 4","Oratio 4"
"tlg2200.tlg00405","Orat. 5","Oratio 5"
"tlg2200.tlg00406","Orat. 6","Oratio 6"
"tlg2200.tlg00407","Orat. 7","Oratio 7"
"tlg2200.tlg00408","Orat. 8","Oratio 8"
"tlg2200.tlg00409","Orat. 9","Oratio 9"
"tlg2200.tlg00410","Orat. 10","Oratio 10"
"tlg2200.tlg00411","Orat. 11","Oratio 11"
"tlg2200.tlg00426","Orat. 26","Oratio 26"
"tlg2200.tlg00427","Orat. 27","Oratio 27"
"tlg2200.tlg00428","Orat. 28","Oratio 28"
"tlg2200.tlg00429","Orat. 29","Oratio 29"
"tlg2200.tlg00430","Orat. 30","Oratio 30"
"tlg2200.tlg00431","Orat. 31","Oratio 31"
"tlg2200.tlg00432","Orat. 32","Oratio 32"
"tlg2200.tlg00433","Orat. 33","Oratio 33"
"tlg2200.tlg00434","Orat. 34","Oratio 34"
"tlg2200.tlg00435","Orat. 35","Oratio 35"
"tlg2200.tlg00436","Orat. 36","Oratio 36"
"tlg2200.tlg00437","Orat. 37","Oratio 37"
"tlg2200.tlg00438","Orat. 38","Oratio 38"
"tlg2200.tlg00439","Orat. 39","Oratio 39"
"tlg2200.tlg00440","Orat. 40","Oratio 40"
"tlg2200.tlg00441","Orat. 41","Oratio 41"
"tlg2200.tlg00442","Orat. 42","Oratio 42"
"tlg2200.tlg00443","Orat. 43","Oratio 43"
"tlg2200.tlg00444","Orat. 44","Oratio 44"
"tlg2200.tlg00445","Orat. 45","Oratio 45"
"tlg2200.tlg00446","Orat. 46","Oratio 46"
"tlg2200.tlg00447","Orat. 47","Oratio 47"
"tlg2200.tlg00448","Orat. 48","Oratio 48"
"tlg2200.tlg00449","Orat. 49","Oratio 49"
"tlg2200.tlg00450","Orat. 50","Oratio 50"
"tlg2200.tlg00451","Orat. 51","Oratio 51"
"tlg2200.tlg00452","Orat. 52","Oratio 52"
"tlg2200.tlg00453","Orat. 53","Oratio 53"
"tlg2200.tlg00454","Orat. 54","Oratio 54"
"tlg2200.tlg00455","Orat. 55","Oratio 55"
"tlg2200.tlg00456","Orat. 56","Oratio 56"
"tlg2200.tlg00457","Orat. 57","Oratio 57"
"tlg2200.tlg00458","Orat. 58","Oratio 58"
"tlg2200.tlg00459","Orat. 59","Oratio 59"
"tlg2200.tlg00460","Orat. 60","Oratio 60"
"tlg2200.tlg00461","Orat. 61","Oratio 61"
"tlg2200.tlg00462","Orat. 62","Oratio 62"
"tlg2200.tlg00463","Orat. 63","Oratio 63"
"tlg2200.tlg00464","Orat. 64","Oratio 64"
"tlg2200.tlg005","Declam. 1","Declamatio 1"
"tlg2200.tlg00501","Declam. 1","Declamatio 1"
"tlg2200.tlg00502","Declam. 2","Declamatio 2"
"tlg2200.tlg00503","Declam. 3","Declamatio 3"
"tlg2200.tlg00504","Declam. 4","Declamatio 4"
"tlg2200.tlg00505","Declam. 5","Declamatio 5"
"tlg2200.tlg00506","Declam. 6","Declamatio 6"
"tlg2200.tlg00507","Declam. 7","Declamatio 7"
"tlg2200.tlg00508","Declam. 8","Declamatio 8"
"tlg2200.tlg00509","Declam. 9","Declamatio 9"
"tlg2200.tlg00510","Declam. 10","Declamatio 10"
"tlg2200.tlg00511","Declam. 11","Declamatio 11"
"tlg2200.tlg00512","Declam. 12","Declamatio 12"
"tlg2200.tlg00513","Declam. 13","Declamatio 13"
"tlg2200.tlg00514","Declam. 14","Declamatio 14"
"tlg2200.tlg00515","Declam. 15","Declamatio 15"
"tlg2200.tlg00516","Declam. 16","Declamatio 16"
"tlg2200.tlg00517","Declam. 17","Declamatio 17"
"tlg2200.tlg00518","Declam. 18","Declamatio 18"
"tlg2200.tlg00519","Declam. 19","Declamatio 19"
"tlg2200.tlg00520","Declam. 20","Declamatio 20"
"tlg2200.tlg00521","Declam. 21","Declamatio 21"
"tlg2200.tlg00522","Declam. 22","Declamatio 22"
"tlg2200.tlg00523","Declam. 23","Declamatio 23"
"tlg2200.tlg00524","Declam. 24","Declamatio 24"
"tlg2200.tlg00525","Declam. 25","Declamatio 25"
"tlg2200.tlg00526","Declam. 26","Declamatio 26"
"tlg2200.tlg00527","Declam. 27","Declamatio 27"
"tlg2200.tlg00528","Declam. 28","Declamatio 28"
"tlg2200.tlg00529","Declam. 29","Declamatio 29"
"tlg2200.tlg00530","Declam. 30","Declamatio 30"
"tlg2200.tlg00531","Declam. 31","Declamatio 31"
"tlg2200.tlg00532","Declam. 32","Declamatio 32"
"tlg2200.tlg00533","Declam. 33","Declamatio 33"
"tlg2200.tlg00534","Declam. 34","Declamatio 34"
"tlg2200.tlg00535","Declam. 35","Declamatio 35"
"tlg2200.tlg00536","Declam. 36","Declamatio 36"
"tlg2200.tlg00537","Declam. 37","Declamatio 37"
"tlg2200.tlg00538","Declam. 38","Declamatio 38"
"tlg2200.tlg00539","Declam. 39","Declamatio 39"
"tlg2200.tlg00540","Declam. 40","Declamatio 40"
"tlg2200.tlg00541","Declam. 41","Declamatio 41"
"tlg2200.tlg00542","Declam. 42","Declamatio 42"
"tlg2200.tlg00543","Declam. 43","Declamatio 43"
"tlg2200.tlg00544","Declam. 44","Declamatio 44"
"tlg2200.tlg00545","Declam. 45","Declamatio 45"
"tlg2200.tlg00546","Declam. 46","Declamatio 46"
"tlg2200.tlg00547","Declam. 47","Declamatio 47"
"tlg2200.tlg00548","Declam. 48","Declamatio 48"
"tlg2200.tlg00549","Declam. 49","Declamatio 49"
"tlg2200.tlg00550","Declam. 50","Declamatio 50"
"tlg2200.tlg00551","Declam. 51","Declamatio 51"
"tlg2200.tlg008","Char.ep.","Characteres Epistolici [Sp.]"
"tlg2233.tlg001","Physiog.Epit.","Physiognomonica (Epitome Adamantiana)"
"tlg2233.tlg002","Physiog.","Physiognomonica"
"tlg2371.tlg001","Chron.Pasc.","Chronicon Paschale"
"tlg2583.tlg001","Apotel.","Apotelesmatica"
"tlg2586.tlg001","diaires.","Διαίρεσις τῶν ἐπιδεικτικῶν"
"tlg2586.tlg002","epideikt.","Περὶ ἐπιδεικτικῶν"
"tlg2601.tlg001","fig.Dem.","De figuris Demosthenicis"
"tlg2632.tlg001","lap.phil.","De lapide philosophorum"
"tlg2640.tlg001","fr.","Fragmenta"
"tlg2655.tlg002","lapid.","De lapidibus"
"tlg2691.tlg002","fr.","Fragmenta"
"tlg2703.tlg001","Alex.","Alexias"
"tlg2733.tlg001","H.E.","Historia Ecclesiastica"
"tlg2768.tlg001","H.E.","Historia Ecclesiastica"
"tlg2806.tlg001","Vit.Porph.","Vita Porphyrii episcopi Gazensis"
"tlg2934.tlg066","Barl.Joas.","Vita Barlaam et Joasaph"
"tlg2948.tlg001","Act.Phil.","Acta Philippi"
"tlg2949.tlg001","Act.Barn.","Acta Barnabae"
"tlg2959.tlg001","Symp.","Symposium Sive Convivium Decem Virginum"
"tlg2959.tlg002","Lib.Arb.","De Libero Arbitrio"
"tlg2959.tlg005","Creat.","De Creatis (Fragmenta Ap. Photium, Bibl. Cod. 235)"
"tlg2959.tlg006","Porph.","Adversus Porphyrium (Fragmenta)"
"tlg2959.tlg007","Job.fr.","Fragmenta In Job (In Catenis)"
"tlg2959.tlg008","Mart.","De Martyribus (Fragmenta)"
"tlg2959.tlg010","Inc.fr.","Fragmenta Incerta [Sp.]"
"tlg2970.tlg001","Anim.","Περὶ ψυχῆς (fragmentum)"
"tlg2972.tlg001","Terr.Mot.","Anonymi Dissertatio De Terrae Motibus"
"tlg3118.tlg001","Hist.Suntip.","Ιστορικον Συντιπα του Φιλοσοφου Ωραιοτατον Πανυ"
"tlg3118.tlg002","Nar.Synt.","Narrationes de Syntipa"
"tlg3129.ogl001","Cyr.XII.","Commentary on St. Cyril In XII Prophetas"
"tlg3135.tlg001","Epit.Hist.","Epitome Historiarum"
"tlg3135.tlg011","Arg.","Argumenta"
"tlg3135.tlg012","Chron.","Chronologia"
"tlg3156.tlg001","Hes.theog.exeg.","Exegesis in Hesiodi theogoniam"
"tlg4003.tlg001","Peripl.mar.ext.","Periplus maris exteri"
"tlg4003.tlg002","Menip.peripl.mar.int.","Menippi periplus maris interni (epitome Marciani)"
"tlg4003.tlg003","Artem.Geog.","Artemidori Geographia (Epitome Marciani)"
"tlg4013.tlg001","Arist.cael.","In Aristotelis Quattuor Libros De Caelo Commentaria"
"tlg4013.tlg003","Arist.categ.","In Aristotelis Categorias Commentarium"
"tlg4013.tlg004","Arist.physic.","In Aristotelis Physicorum Libros Commentaria"
"tlg4013.tlg005","Arist.anim.","In Aristotelis Libros De Anima Commentaria [Sp.?] (fort. auctore Prisciano Lydo)"
"tlg4015.tlg001","Arist.categ.","In Aristotelis Categorias Commentarium"
"tlg4015.tlg002","Arist.analyt.pr.","In Aristotelis Analytica Priora Commentaria"
"tlg4015.tlg004","Arist.analyst.post.","In Aristotelis Analytica Posteriora Commentaria"
"tlg4015.tlg005","Arist.meteor.","In Aristotelis Meteorologicorum Librum Primum Commentarium_urn:cts:greekLit:tlg4015.tlg005.1st1K-grc1"
"tlg4015.tlg006","Arist.gener.","In Aristotelis Libros De Generatione Et Corruptione Commentaria"
"tlg4015.tlg007","gener.animal.","In Libros De Generatione Animalium Commentaria"
"tlg4015.tlg008","Arist.anim.com.","In Aristotelis Libros De Anima Commentaria"
"tlg4015.tlg009","Arist.physic.com.","In Aristotelis Physicorum Libros Commentaria"
"tlg4016.tlg001","Porph.quinque","In Porphyrii Isagogen Sive Quinque Voces_urn:cts:greekLit:tlg4016.tlg001.1st1K-grc1"
"tlg4016.tlg002","Arist.cat.com.","In Aristotelis Categorias Commentarius_urn:cts:greekLit:tlg4016.tlg002.1st1K-grc1"
"tlg4016.tlg003","Arist.interp.com.","In Aristotelis Librum De Interpretatione Commentarius"
"tlg4016.tlg004","Arist.analyt.pr.I.","In Aristotelis Analyticorum Priorum Librum I Commentarium"
"tlg4016.tlg005","Arist.analyt.pr.","In Aristotelis analytica priora [Sp.]"
"tlg4017.tlg001","Arist.metaphys.","In Aristotelis Metaphysica Commentaria"
"tlg4018.tlg001","Arist.met.com.","In Aristotelis Metaphysicorum Libros A-Z Commentaria"
"tlg4019.tlg001","Proleg.","Prolegomena"
"tlg4019.tlg002","Cat.com.","In Categorias Commentarium"
"tlg4019.tlg003","Arist.meteor.com.","In Aristotelis Meteora Commentaria"
"tlg4020.tlg001","Porph.Isag.","In Porphyrii Isagogen"
"tlg4020.tlg002","Eli.Arist.cat.com.","Eliae (Olim Davidis) In Aristotelis Categorias Commentarium"
"tlg4021.tlg001","Proleg.philosoph.","Prolegomena philosophiae"
"tlg4021.tlg002","Porph.Isag.com.","In Porphyrii Isagogen Commentarium"
"tlg4024.tlg001","Hist.","Historiae"
"tlg4024.tlg002","Epigr.","Epigrammata"
"tlg4026.tlg001","Arist.art.rhet.com.","In Aristotelis artem rhetoricam commentarium"
"tlg4026.tlg002","fr.com.Arist.rhet.","Fragmentum commentarii in Aristotelis rhetorica"
"tlg4026.tlg003","fr.paraph.Arist.rhet.","Fragmentum paraphrasis in Aristotelis rhetorica"
"tlg4027.tlg001","Paraph.categ.","Paraphrasis Categoriarum_urn:cts:greekLit:tlg4027.tlg001.1st1K-grc1"
"tlg4029.tlg001","bell.","De Bellis"
"tlg4029.tlg002","Hist.arcan.","Historia Arcana"
"tlg4030.tlg001","Arist.anim.par.","In Aristotelis Libros De Anima Paraphrasis"
"tlg4031.tlg002","Arist.eth.Nicom.com.","In Aristotelis Ethica Nicomachea I Commentaria"
"tlg4033.tlg003","eth.Nicom.par.","In Ethica Nicomachea Paraphrasis (Pseudepigraphum Olim A Constantino Palaeocappa confectum et olim sub auctore Heliodoro Prusensi vel Andronico Rhodio vel Olympiodoro)"
"tlg4034.tlg002","parv.natur.com.","In Parva Naturalia Commentaria"
"tlg4034.tlg003","partib.animal.com.","In Libros De Partibus Animalium Commentaria"
"tlg4034.tlg004","animal.mot.com.","In libros de animalium motione commentarium"
"tlg4034.tlg005","animal.inces.com.","In librum de animalium incessu commentarium"
"tlg4034.tlg006","Quint.Eth.","In Librum Quintum Ethicorum Nicomacheorum Commentarium"
"tlg4036.tlg001","Plat.RP.com.","In Platonis Rem Publicam Commentarii"
"tlg4036.tlg023","Chrest.","Chrestomathy"
"tlg4037.tlg001","incredib.","De Incredibilibus (excerpta Vaticana)"
"tlg4072.tlg001","sphaer.com.","Commentarii in libros de sphaera et cylindro"
"tlg4072.tlg002","dimens.circ.com.","Commentarius in dimensionem circuli"
"tlg4072.tlg003","plan.aequil.com.","Commentarius in libros de planorum aequilibriis"
"tlg4075.tlg002","Eucl.dat.com.","Commentarium in Euclidis data"
"tlg4081.tlg001","Rap.Hel.","The Rape of Helen"
"tlg4084.tlg001","Hist.Nov.","Historia Nova"
"tlg4086.tlg001","Fr.alchem.","Fragmentum alchemicum"
"tlg4086.tlg002","Agathodaim.","Ἀγαθοδαίμων εἰς τὸν χρησμὸν Ὀρφέως συναγωγὴ καὶ ὑπόμνημα"
"tlg4089.tlg003","H.E.","Historia Ecclesiastica"
"tlg4089.tlg004","Hist.Relig.","Historia Religiosa"
"tlg4090.tlg001","XII.Proph.","In XII Prophetas"
"tlg4091.tlg001","Descript.","Descriptiones"
"tlg4102.tlg001","Cat.Mt","Catena In Matthaeum (Catena Integra) (E Cod. Paris. Coislin. Gr. 23)"
"tlg4102.tlg002","Cat.Mk","Catena In Marcum (Recensio ii) (E Codd. Oxon. Bodl. Laud. 33 + Paris. Coislin. 23 + Paris. gr. 178)"
"tlg4102.tlg003","Sup.Chrys.Mt.com.","Supplementum et varietas lectionis ad commentarium Chrysostomi in evangelium sancti Matthaei (e cod. Oxon. Bodl. Auct. T.1.4)_urn:cts:greekLit:tlg4102.tlg003.1st1K-grc1"
"tlg4102.tlg004","Cat.Lc.","Catena In Lucam (Typus B) (e codd. Paris. Coislin. 23 + Oxon. Bodl. Misc. 182)"
"tlg4102.tlg005","Cat.Io.","Catena In Joannem (Catena Integra) (e codd. Paris. Coislin. 23 + Oxon. Bodl. Auct. T.1.4)"
"tlg4102.tlg006","Cat.Lc.","Supplementum et varietas lectionis ad catenam in evangelium sancti Lucae (e cod. Oxon. Bodl. Laud. 33)_urn:cts:greekLit:tlg4102.tlg006.1st1K-grc1"
"tlg4102.tlg007","Cat.Jo.","Supplementum Et Varietas Lectionis Ad Catenam In Evangelium Sancti Joannis (e cod. Bodl. B.)_urn:cts:greekLit:tlg4102.tlg007.1st1K-grc1"
"tlg4102.tlg008","Cat.Act.","Catena In Acta (Catena Andreae) (e cod. Oxon. coll. nov. 58)"
"tlg4102.tlg010","Cat.Rom.","Catena In Epistulam Ad Romanos (Typus Vaticanus) (E Cod. Oxon. Bodl. Auct. E.2.20 [= Misc. 48])"
"tlg4102.tlg011","Cat.Rom.","Catena In Epistulam Ad Romanos (Typus Monacensis) (E Cod. Monac. gr. 412)_7.7.verse"
"tlg4102.tlg012","Cat.1Cor.","Catena In Epistulam I Ad Corinthios (Typus Vaticanus) (e Cod. Paris. gr. 227)"
"tlg4102.tlg013","Cat.2Cor.","Catena In Epistulam II Ad Corinthios (Catena Pseudo-Oecumenii)"
"tlg4102.tlg019","Cat.Gal.","Catena In Epistulam Ad Galatas (Typus Parisinus) (E Cod. Coislin. 204)"
"tlg4102.tlg020","Cat.Eph.","Catena In Epistulam Ad Ephesios (Typus Parisinus) (E Cod. Coislin. 204)"
"tlg4102.tlg021","Cat.Phlp.","Catena In Epistulam Ad Philippenses (Typus Parisinus) (e cod. Coislin. 204)"
"tlg4102.tlg022","Cat.Col.","Catena In Epistulam Ad Colossenses (Typus Parisinus) (E Cod. Coislin. 204)"
"tlg4102.tlg023","Cat.1Thes.","Catena In Epistulam I Ad Thessalonicenses (Typus Parisinus)"
"tlg4102.tlg024","Cat.2Thes.","Catena In Epistulam II Ad Thessalonicenses (Typus Parisinus)"
"tlg4102.tlg034","Cat.1Tim","Catena In Epistulam I Ad Timotheum (E Cod. Paris. Coislin. 204)"
"tlg4102.tlg035","Cat.2Tim","Catena In Epistulam II Ad Timotheum (E Cod. Paris. Coislin. 204)"
"tlg4102.tlg036","Cat.Tit.","Catena In Epistulam Ad Titum (E Cod. Paris. Coislin. 204)"
"tlg4102.tlg037","Cat.Phlm","Catena In Epistulam Ad Philemonem (E Cod. Paris. Coislin. 204)"
"tlg4102.tlg038","Cat.Heb.","Catena In Epistulam Ad Hebraeos (E Cod. Paris. Coislin. 204)"
"tlg4102.tlg040","Cat.Jas.","Catena In Epistulam Jacobi (Catena Andreae)"
"tlg4102.tlg041","Cat.1Pt","Catena in epistulam Petri i (catena Andreae) (e cod. Oxon. coll. nov. 58)"
"tlg4102.tlg042","Cat.2Pt","Catena in epistulam Petri ii (catena Andreae) (e cod. Oxon. coll. nov. 58)"
"tlg4102.tlg043","Cat.1Jn","Catena in epistulam Joannis i (catena Andreae) (e cod. Oxon. coll. nov. 58)"
"tlg4102.tlg044","Cat.2Jn","Catena in epistulam Joannis ii (catena Andreae) (e cod. Oxon. coll. nov. 58)."
"tlg4102.tlg045","Cat.3Jn","Catena in epistulam Joannis iii (catena Andreae) (e cod. Oxon. coll. nov. 58)"
"tlg4102.tlg046","Cat.Jud.","Catena in epistulam Juda (catena Andreae) (e cod. Oxon. coll. nov. 58)"
"tlg4102.tlgX01","Proem.Ps-Oec.Rev.com.","Prooemium Pseudo-Oecumenii In Apocalypsin Commentarii (E Cod.)"
"tlg4102.tlgX02","Ps-Oec.Rev.com.","Commentarius In Apocalypsin"
"tlg4102.tlgX03","Ps-Oec.Rev.com.","Commentarius In Apocalypsin (Pseudo-Oecumenii) (E Cod. Coislin.)"
"tlg4170.tlg001","Vit.Ambros.","Vita Ambrosiana"
"tlg4170.tlg001a","Vit.Ambros.","Vita Ambrosiana"
"tlg4170.tlg001b","Vit.Thoman.","Vita Thomana et hypothesis Olympiorum"
"tlg4170.tlg001c","Vit.metr.","Vita metrica"
"tlg4170.tlg001d","Pentath.","Pentathlon et de novem lyricis"
"tlg4174.tlg001","Paraphr.Dion.Per.","Paraphrases in Dioynsium Periegetam"
"tlg4193.tlg012","Arist.Soph.Paraphr.","In Aristotelis Sophisticos Elenchos Paraphrasis"
"tlg5019.tlg001","Sch.Dion.Byz.","Scholia in Dionysii Byzantii per Bosporum navigationem (scholia vetera)"
"tlg5019.tlg002","Sch.Dion.Periieg.","Scholia in Dionysii Periegetae orbis descriptionem (scholia vetera)"
"tlg5022.tlg002","Sch.Eucl.dat.","Scholia in Euclidis Data"
"tlg5022.tlg003","Sch.Eucl.optic.","Scholia in Euclidis optica (scholia vetera)"
"tlg5022.tlg004","Sch.opt.Theon.","Scholia in opticorum recensionem Theonis (scholia vetera)"
"tlg5022.tlg005","Sch.Eucl.catop.","Scholia in Euclidis catoptrica (scholia vetera)"
"tlg5022.tlg006","Sch.Eucl.phaen.","Scholia in Euclidis phaenomena"
"tlg5022.tlg007","Sch.Eucl.dat.catop.","Scholia in Euclidis data et catoptrica"
"tlg5023.tlg001","Sch.Eur.vet.","Scholia in Euripidem (scholia vetera)"
"tlg5023.tlg010","Vit.Eurip.","Vitae Euripidis"
"tlg5023.tlg011","Sch.Rhes.","Scholia in Euripidis Rhesum"
"tlg5023.tlg012","Sch.Troiad.","Scholia in Euripidis Troiades"
"tlg5023.tlg013","Sch.Hipp.","Scholia in Euripidis Hippolytum"
"tlg5023.tlg014","Sch.Hecub.","Scholia in Euripidis Hecubam (scholia vetera et scholia recentiora Thomae Magistri, Triclinii, Moschopuli et anonyma)"
"tlg5023.tlg015","Sch.Orest.","Scholia in Euripidis Orestem (scholia vetera et scholia recentiora Thomae Magistri, Triclinii, Moschopuli et anonyma)"
"tlg5023.tlg016","Sch.Phoen.","Scholia in Euripidis Phoenissas (scholia vetera et scholia recentiora Thomae Magistri, Triclinii, Moschopuli et anonyma)"
"tlg5026.tlg001","Il.","Iliad"
"tlg5026.tlg007","Sch.Odys.","Scholia in Odysseam"
"tlg5029.tlg001","Sch.Luc.","Scholia in Lucianum"
"tlg5031.tlg001","Sch.Nicand.ther.","Scholia et glossae in Nicandri theriaca (scholia vetera et recentiora)"
"tlg5031.tlg002","Sch.Nicad.alex.","Scholia et glossae in Nicandri alexipharmaca (scholia vetera et recentiora)"
"tlg5034.tlg001","Sch.Pind.Olymp.","Scholia in Pindarum Olympian Odes"
"tlg5034.tlg001a","Sch.Pind.Olymp.","Scholia in Pindarum Olympian Odes"
"tlg5034.tlg001b","Sch.Pind.Pyth.","Scholia in Pindarum Pythian Odes"
"tlg5034.tlg001c","Sch.Pind.Nem.","Scholia in Pindarum Nemean Odes"
"tlg5034.tlg001d","Sch.Pind.Isth.","Scholia in Pindarum Isthmian Odes"
"tlg5037.tlg004","Sch.Soph.","Scholia in Sophoclem (scholia vetera)"
"tlg9004.tlg001","Anon.Post.Lib.","Anonymi In Analyticorum Posteriorum Librum Alterum Commentarium"
"tlg9006.tlg001","Paroem.","Paroemiae"
"tlg9006.tlg016","Declam.","Declamatio de Atheniensium defensio (ad Libanii declamationem antilogia)"
"tlg9007.tlg001","App.Prov.","Appendix Proverbiorum"
"tlg9010.tlg001","Suid.","Suidae lexicon"
"tlg9019.tlg001","Aristl.Interp.","In Aristotelis Librum De Interpretatione Commentarium"
